9.899263949026775023e-05,1.062538707284034695e-04,-4.886533718918522132e-03,1.000000000000000000e+00
4.758493645130102475e-04,6.767858818004122360e-05,-5.183420015887282156e-03,1.000000000000000000e+00
1.552383478931623100e-04,1.115402695590458535e-04,-4.930882371386683706e-03,1.000000000000000000e+00
9.412901478755339023e-05,1.315184766042771321e-04,-4.881009847660395390e-03,1.000000000000000000e+00
4.854841655595627657e-05,1.375436969397611725e-04,-4.847547431492666911e-03,1.000000000000000000e+00
1.863697784317016432e-04,1.200370529468802408e-04,-4.953860770507925726e-03,1.000000000000000000e+00
1.088352817675641122e-04,1.303484080246098060e-04,-4.893821822082590825e-03,1.000000000000000000e+00
1.349339705323334315e-04,1.379056841824840391e-04,-4.914441279343996147e-03,1.000000000000000000e+00
1.959572506288346290e-05,1.661999335006829890e-04,-4.827430188972082516e-03,1.000000000000000000e+00
8.932210542433485334e-05,1.822445324647154385e-04,-4.880583015389092748e-03,1.000000000000000000e+00
1.917017344907126486e-04,1.933279771903034750e-04,-4.961285182791784487e-03,1.000000000000000000e+00
1.287343372942716189e-04,3.170104285158045483e-04,-4.929842724479265026e-03,1.000000000000000000e+00
5.760335620305843908e-04,2.795396388939358381e-04,-5.294300845896810111e-03,1.000000000000000000e+00
7.106338295259549903e-04,7.810519262702873052e-04,-5.909253470699998671e-03,1.000000000000000000e+00
-3.592730930804625684e-04,9.629696100641413911e-04,-4.997945096723572893e-03,1.000000000000000000e+00
7.840645621259452989e-04,-9.989733541926216348e-04,-5.415653952251736972e-03,1.000000000000000000e+00
-2.942446030438277478e-04,-8.633964662395672432e-04,-4.568060725859655023e-03,1.000000000000000000e+00
7.559379094642051542e-04,5.886771830760736306e-04,-5.797109195125108722e-03,1.000000000000000000e+00
5.674694022773119637e-04,4.658258996279515131e-04,-5.411160624073518485e-03,1.000000000000000000e+00
3.515078712416519913e-04,4.957560179929515042e-04,-5.233209664843464955e-03,1.000000000000000000e+00
3.212024416188749109e-04,5.023151518024152875e-04,-5.211024001159171581e-03,1.000000000000000000e+00
1.002886321642335439e-04,5.344197786097530135e-04,-5.031081885288316360e-03,1.000000000000000000e+00
7.267677440774030612e-05,5.413063278777480343e-04,-5.009223917111055649e-03,1.000000000000000000e+00
-1.507886070898476925e-04,5.720737902369978914e-04,-4.827089222069726876e-03,1.000000000000000000e+00
-1.953719315189204138e-04,3.296370338439853689e-04,-4.670884900962263275e-03,1.000000000000000000e+00
-2.251313998104123397e-04,-1.714423047191218524e-05,-4.644761318961920099e-03,1.000000000000000000e+00
4.894162120223679831e-04,6.172040080815319662e-04,-5.541074058830731085e-03,1.000000000000000000e+00
2.792883063663909016e-04,6.525716918955409796e-04,-5.360750414079431397e-03,1.000000000000000000e+00
2.490893847415846470e-04,6.581391360223694427e-04,-5.333749238775446939e-03,1.000000000000000000e+00
2.960571887208773736e-05,6.931988950699667250e-04,-5.151820134373713209e-03,1.000000000000000000e+00
-3.408839111226654557e-06,7.009297586272272102e-04,-5.128517179592353113e-03,1.000000000000000000e+00
-2.143520822779709865e-04,7.367375860376932034e-04,-4.936031873045461024e-03,1.000000000000000000e+00
5.804168459030235655e-04,-1.247005077786482257e-04,-5.273212497927240450e-03,1.000000000000000000e+00
6.083337954922711944e-04,2.138434441037339229e-04,-5.303243882847546824e-03,1.000000000000000000e+00
