6.931711798095680540e-05,-8.189087697139042950e-04,-4.846649566057324894e-03,1.000000000000000000e+00
1.136735927797796292e-04,-8.045176180907512515e-04,-4.884402419932636769e-03,1.000000000000000000e+00
1.764177249472710792e-04,-7.712051756896665501e-04,-4.936059199014688863e-03,1.000000000000000000e+00
1.652468174535676420e-04,-7.609461484369804555e-04,-4.929417641731806757e-03,1.000000000000000000e+00
1.242203202009101116e-04,-7.476646355251486634e-04,-4.896755156009187371e-03,1.000000000000000000e+00
3.754027509975598023e-05,-7.286584742540449730e-04,-4.826764672133337583e-03,1.000000000000000000e+00
7.219427306708709694e-04,-7.988425073965857047e-04,-5.394789827824131821e-03,1.000000000000000000e+00
7.383941424396144298e-04,-7.987123510486575156e-04,-5.408868658343706642e-03,1.000000000000000000e+00
7.271663936854288850e-04,-7.872891874772282306e-04,-5.400984458538045374e-03,1.000000000000000000e+00
7.043298798334547478e-04,-7.499605134993474632e-04,-5.380465070095076519e-03,1.000000000000000000e+00
6.625194841075735582e-04,-7.439846851890352273e-04,-5.347639801014351588e-03,1.000000000000000000e+00
7.260845838391822909e-04,-7.500469075300800377e-04,-5.400440677761412372e-03,1.000000000000000000e+00
-2.114683343896514076e-05,-6.145695865423718863e-04,-4.790098026007755423e-03,1.000000000000000000e+00
1.047438571127761223e-04,-6.284017966739927291e-04,-4.890623782572908577e-03,1.000000000000000000e+00
3.870111556798742501e-04,-5.269651276636962449e-04,-5.129549483473101572e-03,1.000000000000000000e+00
2.337417288878146176e-04,-4.820463991269864786e-04,-5.005564248039275424e-03,1.000000000000000000e+00
7.142462381927871954e-04,-5.158213654725022712e-04,-5.393253567035362871e-03,1.000000000000000000e+00
3.616361742115157423e-04,-3.972100070830019911e-04,-5.109561119201555188e-03,1.000000000000000000e+00
4.064342947778599503e-04,-4.015163714463090231e-04,-5.143672303697641862e-03,1.000000000000000000e+00
2.799826967966269797e-04,-3.647506290263906564e-04,-5.044369082734196166e-03,1.000000000000000000e+00
5.027291837383413182e-04,-3.892056930706567987e-04,-5.220757315966873674e-03,1.000000000000000000e+00
2.609166816649534132e-04,-3.379268033755319554e-04,-5.027137251665194859e-03,1.000000000000000000e+00
3.735275774062370440e-04,-3.511088016906560127e-04,-5.117404182352096841e-03,1.000000000000000000e+00
2.234544321921679510e-04,-2.873989413264841156e-04,-4.994015689874961930e-03,1.000000000000000000e+00
3.898799252792440511e-04,-3.057013345929070571e-04,-5.127100875564454159e-03,1.000000000000000000e+00
4.091101918215433683e-04,-3.077177903122872878e-04,-5.142842975629967339e-03,1.000000000000000000e+00
3.449523295763559389e-04,-2.716034007057195089e-04,-5.092465341585149935e-03,1.000000000000000000e+00
5.171700427763307193e-04,-2.909713624486237431e-04,-5.229245718760626091e-03,1.000000000000000000e+00
4.414519189475240180e-04,-2.589787932619725883e-04,-5.166580114245694980e-03,1.000000000000000000e+00
1.106953401499268958e-06,-1.012735902476498873e-05,-4.805607718122576096e-03,1.000000000000000000e+00
1.683858065902382392e-04,-2.947529778998660027e-05,-4.937475194377372902e-03,1.000000000000000000e+00
9.396496101400684078e-05,-8.604687514543443833e-06,-4.879497113739307904e-03,1.000000000000000000e+00
2.890029442235535274e-05,-4.093475776722107415e-07,-4.829964498541135416e-03,1.000000000000000000e+00
4.848949340137492466e-04,-4.536644274467433640e-05,-5.192180336131111025e-03,1.000000000000000000e+00
3.835581155994756191e-05,1.229591212799140456e-05,-4.836887659654182624e-03,1.000000000000000000e+00
1.506924459496704880e-04,2.292409846529862429e-05,-4.927029918079481666e-03,1.000000000000000000e+00
4.353096001947997736e-04,1.016104458290546037e-05,-5.153261750713860126e-03,1.000000000000000000e+00
4.111033768658281062e-04,3.899954884280817344e-05,-5.131612368176710279e-03,1.000000000000000000e+00
3.179759289679137603e-05,9.037822574551567228e-05,-4.836440251942390571e-03,1.000000000000000000e+00
4.882322876132785003e-05,9.912818942801184072e-05,-4.846661558655812087e-03,1.000000000000000000e+00
